nasdaq-historical-chart
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
date;; value
1990-02-01;;425.800
1990-03-01;;435.500
1990-04-01;;420.100
1990-05-01;;459.000
1990-06-01;;462.300
1990-07-01;;438.200
1990-08-01;;381.200
1990-09-01;;344.500
1990-10-01;;329.800
1990-11-01;;359.100
1990-12-01;;373.800
1991-01-01;;414.200
1991-02-01;;453.100
1991-03-01;;482.300
1991-04-01;;484.720
1991-05-01;;506.110
1991-06-01;;475.920
1991-07-01;;502.040
1991-08-01;;525.680
1991-09-01;;526.880
1991-10-01;;542.980
1991-11-01;;523.900
1991-12-01;;586.340
1992-01-01;;620.210
1992-02-01;;633.470
1992-03-01;;603.770
1992-04-01;;578.680
1992-05-01;;585.310
1992-06-01;;563.600
1992-07-01;;580.830
1992-08-01;;563.120
1992-09-01;;583.270
1992-10-01;;605.170
1992-11-01;;652.730
1992-12-01;;676.950
1993-01-01;;696.340
1993-02-01;;670.770
1993-03-01;;690.130
1993-04-01;;661.420
1993-05-01;;700.530
1993-06-01;;703.950
1993-07-01;;704.700
1993-08-01;;742.840
1993-09-01;;762.780
1993-10-01;;779.260
1993-11-01;;754.390
1993-12-01;;776.800
1994-01-01;;800.470
1994-02-01;;792.500
1994-03-01;;743.460
1994-04-01;;733.840
1994-05-01;;735.190
1994-06-01;;705.960
1994-07-01;;722.160
1994-08-01;;765.620
1994-09-01;;764.290
1994-10-01;;777.490
1994-11-01;;750.320
1994-12-01;;751.960
1995-01-01;;755.200
1995-02-01;;793.730
1995-03-01;;817.210
1995-04-01;;843.980
1995-05-01;;864.580
1995-06-01;;933.450
1995-07-01;;1001.210
1995-08-01;;1020.110
1995-09-01;;1043.540
1995-10-01;;1036.060
1995-11-01;;1059.200
1995-12-01;;1052.130
1996-01-01;;1059.790
1996-02-01;;1100.050
1996-03-01;;1101.400
1996-04-01;;1190.520
1996-05-01;;1243.430
1996-06-01;;1185.020
1996-07-01;;1080.590
1996-08-01;;1141.500
1996-09-01;;1226.920
1996-10-01;;1221.510
1996-11-01;;1292.610
1996-12-01;;1291.030
1997-01-01;;1379.850
1997-02-01;;1309.000
1997-03-01;;1221.700
1997-04-01;;1260.760
1997-05-01;;1400.320
1997-06-01;;1442.070
1997-07-01;;1593.810
1997-08-01;;1587.320
1997-09-01;;1685.690
1997-10-01;;1593.610
1997-11-01;;1600.550
1997-12-01;;1570.350
1998-01-01;;1619.360
1998-02-01;;1770.510
1998-03-01;;1835.680
1998-04-01;;1868.410
1998-05-01;;1778.870
1998-06-01;;1894.740
1998-07-01;;1872.390
1998-08-01;;1499.250
1998-09-01;;1693.840
1998-10-01;;1771.390
1998-11-01;;1949.540
1998-12-01;;2192.690
1999-01-01;;2505.890
1999-02-01;;2288.030
1999-03-01;;2461.400
1999-04-01;;2542.860
1999-05-01;;2470.520
1999-06-01;;2686.120
1999-07-01;;2638.490
1999-08-01;;2739.350
1999-09-01;;2746.160
1999-10-01;;2966.430
1999-11-01;;3336.160
1999-12-01;;4069.310
2000-01-01;;3940.350
2000-02-01;;4696.690
2000-03-01;;4572.830
2000-04-01;;3860.660
2000-05-01;;3400.910
2000-06-01;;3966.110
2000-07-01;;3766.990
2000-08-01;;4206.350
2000-09-01;;3672.820
2000-10-01;;3369.630
2000-11-01;;2597.930
2000-12-01;;2470.520
2001-01-01;;2772.730
2001-02-01;;2151.830
2001-03-01;;1840.260
2001-04-01;;2116.240
2001-05-01;;2110.490
2001-06-01;;2160.540
2001-07-01;;2027.130
2001-08-01;;1805.430
2001-09-01;;1498.800
2001-10-01;;1690.200
2001-11-01;;1930.580
2001-12-01;;1950.400
2002-01-01;;1934.030
2002-02-01;;1731.490
2002-03-01;;1845.350
2002-04-01;;1688.230
2002-05-01;;1615.730
2002-06-01;;1463.210
2002-07-01;;1328.260
2002-08-01;;1314.850
2002-09-01;;1172.060
2002-10-01;;1329.750
2002-11-01;;1478.780
2002-12-01;;1335.510
2003-01-01;;1320.910
2003-02-01;;1337.520
